loc1,loc2,para1,dow,para2,para3,para4,price
9,99,1,Tue,354,7000.0,8.0,300.0
1,12,1,Thu,356,24000.0,13.6,550.0
5,50,0,Wed,310,548.0,1.5,220.0
9,90,3,Fri,162,1055.0,13.2,320.0
1,19,1,Thu,202,24000.0,13.6,275.0
2,23,1,Wed,827,20224.0,13.6,900.0
0,06,3,Fri,395,22620.0,13.6,565.0
9,97,0,Tue,165,3500.0,6.8,220.0
0,06,1,Wed,661,8000.0,4.4,160.0
7,74,3,Fri,329,11029.0,8.4,700.0
2,21,1,Thu,739,24000.0,13.6,1800.0
1,15,1,Mon,635,4000.0,13.6,940.0
9,99,3,Fri,530,20726.0,13.6,1150.0
7,76,1,Mon,507,6120.0,13.6,540.0
7,74,1,Mon,465,3000.0,7.0,400.0
7,76,3,Fri,491,7654.0,13.6,620.0
4,45,1,Tue,540,23205.0,13.6,590.0
8,85,1,Mon,606,19300.0,13.6,460.0
9,99,1,Mon,388,17000.0,13.6,440.0
6,67,1,Mon,615,2701.0,13.2,700.0
8,89,1,Wed,23,3975.7,2.4,86.94
0,04,1,Mon,630,3720.0,13.6,930.0
2,28,1,Thu,476,4980.0,6.4,360.0
2,23,0,Fri,273,24500.0,13.6,425.0
4,47,1,Thu,178,23500.0,13.6,350.0
3,37,1,Wed,342,650.0,2.5,183.33
9,97,0,Wed,137,10915.0,13.6,400.0
1,14,0,Mon,349,10000.0,13.6,460.0
1,12,3,Fri,561,1356.0,3.0,280.0
9,90,0,Tue,434,2556.9,6.8,333.5
3,32,1,Thu,343,237.0,6.8,260.0
3,32,1,Wed,462,3000.0,6.0,282.5
4,41,1,Tue,593,2066.0,8.4,450.0
8,89,1,Wed,351,12002.0,6.8,220.0
0,08,1,Mon,328,1197.0,8.0,225.0
9,99,0,Mon,354,15500.0,13.6,625.0
0,04,3,Fri,737,4230.0,3.6,525.0
7,74,1,Wed,451,750.0,5.6,290.0
4,46,1,Mon,649,4314.0,9.6,383.33
7,73,1,Tue,584,7600.0,8.0,340.0
2,21,1,Thu,400,1190.0,3.6,155.0
2,21,1,Tue,659,7700.0,6.5,520.0
1,14,1,Thu,16,24000.0,12.0,350.0
3,38,1,Tue,523,5517.0,9.5,650.0
0,04,1,Mon,356,14240.0,6.8,462.32
0,04,1,Thu,386,24240.0,13.6,570.0
6,66,3,Fri,408,17472.0,13.6,830.0
7,73,1,Tue,157,982.0,1.5,140.0
8,87,3,Fri,639,23940.0,12.0,700.0
6,68,3,Fri,764,3167.0,2.4,75.12
5,52,1,Thu,590,2900.0,4.4,260.0
4,48,1,Tue,637,24000.0,13.6,820.0
7,74,1,Wed,420,2000.0,4.0,223.33
2,28,1,Mon,492,9460.0,13.6,300.0
3,30,1,Wed,289,10000.0,13.6,400.0
7,77,1,Thu,301,4500.0,4.5,150.0
7,74,1,Tue,617,2500.0,13.6,720.0
2,27,1,Tue,259,1180.0,1.2,210.0
8,81,1,Tue,594,9980.0,13.2,700.0
7,77,1,Tue,241,24170.0,11.2,550.0
4,44,1,Thu,410,520.0,9.6,480.0
2,28,1,Thu,261,10000.0,7.0,275.0
1,16,1,Tue,626,5000.0,13.6,360.0
7,77,1,Wed,405,3245.0,5.6,286.67
1,12,3,Fri,586,18700.0,8.15,825.0
2,27,1,Mon,485,5000.0,8.0,584.91
9,90,1,Thu,444,1650.0,3.6,226.67
6,66,1,Mon,736,4550.0,12.3,990.0
7,78,1,Mon,313,300.0,1.2,150.0
2,23,2,Wed,463,20000.0,13.6,550.0
6,67,1,Wed,628,1753.0,5.2,352.0
3,31,1,Wed,354,7612.0,12.0,550.0
2,27,1,Mon,559,3116.0,9.2,400.0
1,10,1,Fri,16,20000.0,13.6,240.0
2,20,1,Thu,272,6200.0,3.6,200.0
2,24,1,Mon,391,2500.0,3.8,276.67
2,22,1,Tue,548,18000.0,12.0,620.0
6,66,3,Fri,529,3600.0,9.6,470.0
2,22,4,Thu,321,9571.0,6.4,225.0
2,28,1,Wed,351,6000.0,6.8,245.0
3,35,1,Tue,416,5500.0,13.2,550.0
7,74,1,Wed,396,3969.0,2.0,226.67
0,06,1,Thu,568,5000.0,4.53,143.33
5,52,1,Mon,648,22173.0,13.6,750.0
7,73,1,Tue,348,9000.0,1.0,370.0
5,54,3,Fri,675,5000.0,3.1,222.5
2,22,1,Wed,614,6252.0,8.8,670.0
6,67,1,Thu,333,3000.0,6.8,265.0
4,47,3,Fri,553,12447.0,13.6,620.0
5,56,3,Fri,603,4298.0,7.5,410.0
7,72,0,Tue,203,23400.0,13.6,280.0
6,63,1,Wed,555,6495.0,4.0,350.0
8,85,1,Thu,560,15000.0,13.6,700.0
5,50,3,Fri,559,11241.0,6.0,370.0
6,68,1,Mon,433,14928.0,10.8,257.0
8,87,1,Thu,692,12717.0,6.4,405.0
4,49,1,Tue,472,7698.0,2.0,250.0
1,19,1,Mon,208,20000.0,13.6,275.0
3,33,1,Mon,717,3000.0,6.0,600.0
6,66,1,Wed,274,1960.0,2.0,250.0
3,30,1,Tue,510,24500.0,13.6,640.0
1,16,1,Mon,191,24739.0,12.0,320.0
5,51,1,Thu,255,903.0,3.4,280.0
3,39,1,Tue,590,1600.0,3.2,450.0
0,04,2,Mon,1202,23920.0,13.6,1350.0
9,91,0,Wed,193,4700.0,10.0,270.0
7,76,1,Mon,253,2777.0,6.0,133.33
6,67,1,Thu,604,2300.0,9.2,410.0
7,74,1,Thu,704,13295.0,13.6,770.0
8,83,1,Thu,461,10000.0,13.6,550.0
4,47,1,Tue,603,18000.0,13.6,750.0
5,55,1,Thu,601,8109.0,4.0,275.0
2,23,1,Tue,290,7987.0,5.67,150.0
5,57,1,Mon,265,24000.0,13.6,400.0
8,89,1,Wed,823,11427.0,6.8,490.0
4,48,0,Fri,298,2207.0,5.2,81.5
0,06,1,Tue,297,4100.0,4.0,180.0
7,74,1,Wed,194,470.0,2.4,230.0
0,09,1,Thu,553,800.0,4.0,225.0
2,28,1,Thu,396,1440.0,6.8,235.0
5,58,1,Thu,539,7300.0,7.2,380.0
6,60,1,Tue,552,4600.0,6.5,350.0
5,50,1,Thu,337,2706.0,13.6,680.0
1,14,1,Mon,636,24500.0,13.6,650.0
2,22,1,Mon,803,4722.0,4.4,216.67
3,30,1,Tue,535,5275.0,5.5,485.0
4,49,1,Wed,640,10000.0,13.6,790.0
2,21,1,Mon,316,5000.0,2.0,240.0
1,15,1,Mon,393,22919.0,13.6,600.0
0,06,1,Mon,215,3317.0,2.0,96.0
5,58,3,Fri,486,3184.0,4.5,340.0
0,06,0,Wed,332,5000.0,3.0,62.5
1,15,1,Tue,599,1600.0,4.8,493.77
5,57,3,Fri,333,24000.0,13.6,500.0
7,79,0,Mon,446,10334.0,6.4,450.0
2,25,1,Mon,986,24000.0,13.6,1260.0
3,39,1,Wed,504,10000.0,13.6,585.0
3,30,1,Tue,596,6000.0,13.6,1450.0
3,39,1,Thu,25,2369.0,13.6,1180.0
4,48,1,Thu,481,24737.0,12.4,650.0
1,14,3,Fri,190,11880.0,11.2,240.0
0,06,3,Fri,421,22680.0,13.6,595.0
2,28,1,Tue,543,12840.0,6.8,370.0
1,16,1,Mon,271,15680.0,6.4,380.0
4,49,1,Tue,751,2700.0,9.0,1150.0
5,55,3,Fri,544,2811.0,1.6,190.0
5,50,1,Thu,554,15000.0,13.6,700.0
0,04,1,Wed,448,23000.0,1.6,340.0
0,01,4,Thu,402,949.0,4.5,320.9
6,67,1,Mon,635,1800.0,3.6,350.0
5,59,1,Thu,124,12823.0,8.8,550.0
6,67,1,Mon,625,2592.7,6.8,362.0
4,42,0,Tue,121,4500.0,7.0,250.0
4,41,1,Wed,628,14866.0,7.6,601.67
1,19,3,Fri,258,360.0,7.2,300.0
4,46,1,Wed,569,7740.0,3.2,275.0
2,21,1,Thu,293,10000.0,11.2,210.0
5,51,1,Mon,220,4380.0,9.8,420.0
1,19,1,Mon,182,20000.0,13.6,275.0
9,95,1,Wed,265,1177.0,3.2,183.33
9,95,1,Thu,269,5600.0,2.4,216.67
1,10,1,Wed,632,10000.0,13.6,820.0
5,50,1,Mon,494,24000.0,13.6,700.0
9,99,3,Fri,365,2000.0,1.2,200.0
6,67,3,Fri,631,7763.0,13.0,740.0
2,27,1,Thu,325,23960.0,13.6,450.0
3,31,0,Tue,235,20000.0,13.6,350.0
5,53,3,Fri,596,12540.0,6.8,350.0
8,86,0,Mon,21,24089.0,13.6,550.0
7,74,1,Mon,326,3000.0,5.2,230.0
7,79,4,Thu,567,11635.0,13.6,700.0
3,30,1,Thu,299,5000.0,4.53,150.0
2,27,1,Wed,380,22000.0,13.6,480.0
5,56,3,Fri,712,15523.0,8.8,670.0
8,89,1,Mon,532,23094.0,13.2,650.0
6,64,1,Thu,518,2880.0,3.2,200.0
4,42,1,Thu,511,1579.0,2.0,160.0
6,67,1,Wed,615,1000.0,4.4,234.67
0,04,1,Mon,824,958.0,2.0,575.0
4,42,2,Wed,462,14000.0,13.6,590.0
4,47,1,Thu,572,1194.0,2.4,190.0
6,64,1,Mon,608,3000.0,2.2,161.67
1,15,1,Thu,308,12000.0,13.6,400.0
2,22,1,Wed,789,2300.0,1.6,220.0
3,35,1,Wed,507,2000.0,4.0,350.0
7,74,1,Tue,329,23485.0,13.6,570.0
3,38,0,Mon,117,2000.0,2.0,170.0
1,15,1,Wed,597,4153.4,3.6,250.0
0,03,1,Wed,451,12000.0,6.8,330.0
2,23,0,Tue,273,25000.0,13.6,425.0
5,59,3,Fri,471,230.0,1.35,170.0
2,22,0,Wed,178,8020.0,13.6,380.0
0,09,3,Fri,784,1030.0,2.9,370.0
5,52,1,Thu,608,6012.0,13.6,680.0
5,57,1,Wed,530,23700.0,13.6,700.0
3,34,1,Tue,250,6000.0,13.6,340.0
3,33,1,Tue,605,3200.0,4.2,325.0
1,12,0,Thu,339,6000.0,5.0,300.0
1,15,1,Tue,470,2100.0,6.0,400.0
7,79,1,Fri,255,6196.0,3.4,180.0
0,06,1,Mon,421,22950.0,13.6,595.0
4,47,1,Wed,536,12441.0,6.4,300.0
1,14,3,Fri,805,23922.0,13.6,900.0
6,68,1,Thu,550,7103.0,13.6,1020.0
6,67,1,Tue,615,3400.0,13.6,360.0
3,34,0,Fri,434,24288.0,13.2,520.0
1,19,1,Tue,193,20000.0,13.6,275.0
3,30,1,Thu,265,8545.0,13.6,450.0
3,30,1,Thu,281,3703.0,7.0,230.0
9,91,0,Thu,115,4727.0,6.4,180.0
3,33,3,Fri,394,1285.0,9.6,550.0
5,57,1,Tue,514,19800.0,13.6,730.0
0,06,1,Wed,431,23189.0,13.6,515.0
6,67,1,Tue,604,12540.0,6.8,384.69
5,56,1,Tue,351,24000.0,13.6,580.0
3,35,1,Thu,509,10800.0,4.8,430.0
7,74,1,Mon,513,9676.0,9.6,650.0
1,14,3,Fri,546,2500.0,3.0,300.0
7,73,3,Fri,667,12974.0,13.6,680.0
0,01,1,Mon,465,1200.0,5.3,320.0
6,68,1,Mon,288,2200.0,4.4,220.0
3,33,3,Fri,369,2829.0,2.0,223.33
0,04,0,Wed,135,6000.0,13.6,800.0
2,23,1,Tue,757,2640.0,1.33,290.0
3,38,3,Fri,740,1113.9,3.3,370.0
1,10,1,Thu,454,4493.0,1.3,260.0
8,85,1,Wed,555,7876.0,7.0,236.67
9,92,1,Wed,509,16520.0,5.6,266.67
0,06,1,Tue,215,2352.0,13.6,670.0
6,66,1,Wed,497,4900.0,2.4,360.0
2,22,1,Mon,893,5689.0,12.4,1400.0
8,85,1,Mon,740,6557.0,4.0,460.0
4,49,3,Tue,406,12365.6,5.6,240.0
5,51,3,Fri,608,6500.0,13.6,260.0
5,59,3,Fri,431,2000.0,7.0,350.0
2,23,1,Mon,463,20000.0,13.6,550.0
9,90,1,Tue,444,440.0,6.8,265.0
2,21,1,Thu,315,20629.0,13.6,370.0
8,85,1,Tue,597,795.0,2.5,307.88
1,14,1,Tue,501,24000.0,13.6,650.0
3,31,1,Mon,16,14594.0,7.0,280.0
3,36,1,Wed,789,11608.0,13.6,1000.0
3,38,3,Fri,588,1200.0,2.0,440.0
3,39,2,Mon,1061,6935.0,6.0,960.0
2,21,3,Fri,591,12000.0,13.6,550.0
2,23,1,Wed,308,7231.0,5.0,166.67
6,67,1,Tue,651,5775.0,2.8,276.67
2,21,1,Thu,429,1771.0,6.8,335.0
0,08,1,Wed,479,8600.0,6.63,285.0
3,39,1,Mon,578,4000.0,6.8,400.0
3,30,1,Mon,310,11800.0,6.8,290.0
1,15,0,Thu,144,2000.0,5.95,212.93
7,79,1,Mon,621,1300.0,6.8,375.0
0,06,1,Wed,358,600.0,12.0,300.0
2,21,1,Tue,428,7819.0,13.6,520.0
1,13,1,Wed,16,3485.0,6.8,100.0
0,05,1,Thu,613,18000.0,13.6,720.0
3,39,1,Wed,457,7000.0,13.6,585.0
0,06,1,Tue,333,22000.0,13.6,270.0
1,14,1,Wed,333,10000.0,13.6,410.0
1,15,0,Tue,839,24000.0,13.6,350.0
1,12,1,Wed,442,24000.0,13.6,540.0
7,74,1,Thu,293,3666.0,4.5,183.33
2,28,1,Thu,373,5299.0,7.2,300.0
2,22,1,Thu,517,22323.4,8.8,650.0
0,01,2,Mon,335,4170.0,1.6,186.34
2,21,1,Wed,216,7080.0,8.4,200.0
3,33,4,Thu,1224,1220.0,3.8,530.0
1,15,1,Wed,569,23320.0,13.6,700.0
2,20,1,Wed,446,5130.0,6.25,460.0
5,54,3,Fri,647,3000.0,2.7,194.0
2,22,1,Thu,633,3300.0,2.8,700.0
9,94,1,Wed,581,15000.0,13.6,680.0
0,08,1,Thu,275,1100.0,3.2,210.0
9,95,1,Wed,265,2500.0,4.0,137.5
9,98,3,Fri,573,607.0,2.0,310.0
4,45,1,Tue,388,5204.0,13.6,275.0
2,25,1,Wed,690,4890.0,9.6,650.0
0,01,1,Wed,530,1180.0,5.2,155.0
3,30,1,Wed,283,4000.0,13.6,410.0
9,95,1,Tue,564,24000.0,13.6,650.0
7,70,1,Tue,641,24000.0,13.6,750.0
7,73,3,Fri,456,1500.0,5.5,470.0
4,41,1,Thu,570,1500.0,2.4,270.0
4,49,3,Tue,1032,5000.0,3.0,450.0
1,12,1,Tue,570,2037.0,6.0,380.0
3,39,0,Fri,126,760.0,3.6,140.0
1,13,1,Wed,460,24000.0,13.6,510.0
2,26,1,Wed,917,5400.0,6.0,1140.0
7,70,1,Thu,345,3700.0,3.6,66.67
2,26,1,Wed,664,10145.0,13.6,405.0
6,68,1,Wed,260,3416.0,2.0,225.0
5,57,1,Thu,465,4164.0,6.8,325.0
9,99,1,Tue,331,5000.0,4.0,250.0
4,49,1,Tue,485,620.0,12.8,680.0
9,99,3,Fri,292,2850.0,4.4,225.0
3,33,1,Thu,402,10000.0,13.6,470.0
3,37,1,Mon,287,3250.0,3.6,210.0
7,76,3,Fri,674,9075.0,13.6,760.0
9,99,3,Fri,297,850.0,2.5,163.33
1,13,0,Thu,190,10000.0,8.9,318.39
4,40,1,Thu,355,2915.0,1.6,235.0
0,03,1,Wed,412,23443.0,13.2,540.0
9,97,3,Fri,419,3960.0,5.2,566.35
5,59,1,Thu,337,7778.2,10.0,275.0
2,23,1,Tue,311,8416.0,4.5,215.0
0,01,3,Fri,671,2464.0,6.4,400.0
2,29,1,Tue,292,3000.0,9.2,313.66
0,06,1,Tue,402,24380.0,13.6,520.0
7,73,1,Thu,690,770.0,3.6,330.0
4,40,1,Tue,579,7560.0,3.0,370.0
1,19,1,Wed,172,20000.0,13.6,275.0
5,51,3,Fri,565,3000.0,2.4,250.0
5,50,1,Wed,554,20000.0,13.6,680.0
9,95,1,Wed,357,4500.0,5.6,183.33
0,06,5,Wed,386,23300.0,13.6,1100.0
1,16,0,Tue,151,4000.0,8.5,278.53
1,19,0,Thu,255,10000.0,13.6,438.13
6,68,1,Wed,387,23800.0,13.6,500.0
6,68,0,Thu,603,12800.0,6.4,300.0
8,89,1,Mon,417,5000.0,3.5,187.5
2,28,1,Mon,674,12600.0,7.0,490.0
3,33,1,Mon,425,16200.0,13.6,500.0
7,74,1,Wed,436,1825.0,4.5,280.0
9,90,0,Mon,478,21760.0,13.6,470.0
4,47,1,Mon,565,24000.0,13.6,600.0
0,09,1,Wed,282,22745.3,13.6,400.0
8,89,1,Thu,554,24000.0,13.6,400.0
4,44,3,Fri,475,1602.0,1.2,310.0
7,75,1,Wed,610,20000.0,6.8,857.65
3,35,0,Tue,294,11000.0,13.6,600.0
5,54,2,Thu,354,24000.0,13.6,400.0
8,85,1,Thu,154,7000.0,13.6,300.0
8,89,3,Fri,548,1622.0,3.4,489.86
2,23,1,Wed,273,24000.0,13.6,425.0
3,39,1,Tue,513,12000.0,6.0,200.0
4,46,3,Fri,197,24500.0,13.6,450.0
9,92,1,Mon,199,2000.0,6.0,290.0
1,12,1,Mon,301,2183.0,7.6,250.0
5,59,1,Wed,488,12893.0,9.2,350.0
5,50,1,Tue,550,20000.0,13.6,680.0
7,76,1,Wed,166,6900.0,5.0,120.0
5,54,3,Fri,738,4000.0,2.7,247.5
3,30,3,Fri,535,7422.0,8.4,665.0
7,79,1,Thu,811,24100.0,9.6,960.0
8,89,3,Fri,761,3500.0,2.4,300.0
6,68,1,Tue,484,3828.0,7.2,230.0
0,04,1,Tue,321,829.0,3.4,200.0
0,06,0,Thu,338,8717.0,5.6,175.0
2,21,1,Mon,345,7000.0,13.6,450.0
3,30,1,Wed,124,4000.0,2.0,180.0
2,22,1,Thu,446,24410.0,13.6,530.0
2,21,1,Wed,322,9438.0,13.6,430.0
9,95,0,Fri,322,1368.0,2.6,440.0
1,15,1,Tue,414,24142.0,13.6,530.0
0,01,1,Mon,522,288.0,2.75,217.5
1,16,0,Wed,16,10000.0,10.2,106.57
6,68,1,Tue,500,8000.0,13.6,550.0
3,33,1,Thu,429,13395.2,6.4,330.0
0,09,1,Mon,528,22000.0,13.6,690.0
0,06,1,Tue,1271,23723.0,13.6,1070.0
2,20,1,Thu,296,3043.0,2.0,166.67
1,16,3,Fri,1180,24500.0,13.6,1730.0
3,37,2,Wed,1005,24000.0,13.6,1690.0
4,40,3,Fri,549,23739.0,13.6,750.0
7,79,3,Fri,343,24000.0,13.6,950.0
4,47,1,Wed,607,1309.0,2.8,220.0
7,79,1,Thu,607,20200.0,13.6,700.0
0,01,1,Tue,590,3750.0,7.0,195.0
1,13,1,Mon,279,7375.0,4.0,270.0
7,74,1,Wed,276,800.0,3.0,149.84
6,66,2,Mon,755,10317.0,6.0,666.67
0,04,1,Thu,16,14800.0,13.6,600.0
1,19,1,Mon,787,16300.0,13.2,820.0
9,91,3,Fri,568,3600.0,9.2,620.0
0,06,3,Fri,453,23094.7,13.6,530.0
2,24,3,Fri,412,4940.0,9.2,370.0
0,06,1,Mon,554,16072.6,13.6,720.0
9,95,1,Mon,559,2028.0,6.85,325.0
7,74,1,Mon,868,2235.0,4.0,300.0
8,88,1,Wed,472,12000.0,4.8,325.0
0,09,1,Tue,557,18100.0,10.6,659.5
3,32,1,Wed,397,1060.0,8.6,183.33
3,35,1,Wed,568,1400.0,2.6,220.0
4,49,1,Mon,410,16808.0,8.6,325.0
5,53,1,Tue,245,8000.0,13.6,490.0
1,16,2,Sat,17,720.0,14.4,200.0
7,75,1,Tue,597,4200.0,1.6,300.0
9,99,2,Wed,225,24000.0,13.6,400.0
3,36,1,Thu,317,19800.0,13.6,370.0
9,93,1,Wed,767,15000.0,6.0,313.33
7,78,1,Tue,396,5000.0,13.2,450.0
1,16,1,Tue,630,22340.0,14.0,800.0
3,39,1,Thu,212,2141.0,6.8,100.0
9,90,1,Tue,500,16157.0,10.0,545.0
4,40,1,Wed,591,2695.0,1.2,260.0
0,04,1,Mon,611,13387.0,13.6,730.0
9,95,1,Mon,259,3500.0,6.4,265.0
4,48,1,Wed,564,5000.0,12.4,670.0
0,07,3,Fri,476,23960.0,13.6,570.0
0,08,1,Tue,955,22818.6,13.0,750.0
8,86,1,Tue,415,4800.0,4.0,233.33
7,74,1,Wed,473,10190.0,6.8,350.0
0,09,1,Wed,590,787.7,8.4,170.0
2,22,1,Mon,624,24032.0,11.2,735.0
3,31,0,Mon,235,13000.0,13.6,350.0
2,23,1,Wed,182,22000.0,13.6,400.0
4,48,1,Tue,449,10000.0,4.0,150.0
2,21,1,Tue,623,24601.0,13.6,700.0
8,85,1,Wed,148,1551.0,3.6,303.46
4,48,1,Thu,407,1131.5,3.6,175.0
0,06,1,Wed,33,25000.0,13.6,450.0
4,41,3,Fri,616,10640.0,5.0,480.0
1,14,1,Mon,805,24858.0,13.6,1000.0
7,71,1,Mon,535,7943.4,4.4,230.0
1,16,1,Tue,64,2810.0,2.5,125.0
2,21,3,Fri,322,7898.0,13.6,430.0
2,27,3,Fri,269,1271.0,4.0,225.0
8,85,1,Tue,780,7535.0,13.6,950.0
0,09,1,Wed,304,940.0,1.6,140.0
4,47,3,Fri,607,1940.0,2.4,240.0
8,87,1,Mon,753,6222.0,11.0,850.0
8,89,4,Fri,639,668.0,2.5,460.0
0,08,1,Tue,477,4500.0,12.6,480.0
2,24,0,Thu,226,20000.0,13.6,280.0
4,49,3,Fri,396,5000.0,4.8,325.0
9,99,1,Wed,475,24000.0,13.6,600.0
7,79,1,Mon,528,6320.0,4.0,250.0
0,06,1,Mon,421,24000.0,13.6,595.0
5,56,1,Wed,324,1174.4,1.6,121.9
0,06,4,Thu,247,6000.0,13.6,550.0
7,74,1,Mon,581,3400.0,5.6,375.0
5,51,1,Tue,181,3000.0,5.2,240.0
9,98,1,Tue,488,3441.0,6.0,300.0
8,87,1,Tue,526,24000.0,13.6,580.0
1,12,1,Tue,363,25000.0,13.6,500.0
2,21,1,Mon,268,10500.0,6.0,280.0
5,51,0,Thu,136,2895.0,5.2,250.0
5,52,1,Wed,434,15700.0,4.5,390.0
6,67,3,Fri,164,2634.0,6.0,300.0
0,04,1,Mon,594,3000.0,5.5,200.0
6,69,4,Thu,842,3026.0,9.8,750.0
9,90,0,Thu,112,4767.0,4.0,165.0
6,61,1,Wed,687,24402.0,11.2,550.0
2,21,1,Thu,322,5563.0,13.6,430.0
2,21,1,Thu,306,3750.0,4.0,112.5
2,27,1,Tue,526,2300.0,7.0,410.0
6,63,3,Fri,366,1500.0,4.0,210.0
2,21,1,Tue,342,20420.0,13.6,470.0
6,63,3,Fri,96,18320.0,26.4,550.0
1,16,1,Mon,657,24000.0,13.6,750.0
7,71,3,Fri,686,4000.0,2.4,330.0
2,21,1,Wed,275,9810.0,5.0,173.33
4,48,1,Mon,420,3677.0,2.0,207.5
7,73,1,Tue,476,3000.0,3.0,300.0
4,49,1,Wed,463,23000.0,10.4,575.0
8,89,1,Thu,613,11000.0,6.8,270.0
0,03,0,Wed,114,20000.0,13.6,195.0
4,45,1,Tue,539,15000.0,13.2,550.0
6,63,1,Wed,491,15000.0,13.6,590.0
9,95,1,Thu,448,24000.0,13.6,510.0
0,06,1,Wed,266,3760.0,6.4,350.0
2,20,1,Mon,310,311.0,5.3,250.0
1,18,1,Tue,148,10500.0,7.0,311.54
0,05,6,Fri,1740,480.0,4.0,820.0
4,49,1,Wed,433,6305.0,4.0,325.0
1,17,0,Wed,173,800.0,1.0,140.9
0,03,1,Tue,709,8607.0,4.0,185.74
3,31,3,Fri,306,4138.0,3.2,220.0
6,63,1,Mon,383,4667.0,6.8,315.0
3,39,1,Mon,310,12000.0,7.0,240.0
2,25,2,Mon,870,24480.0,13.6,950.0
0,07,4,Thu,572,6336.0,2.0,360.0
2,24,1,Tue,306,3560.0,5.2,240.0
4,49,4,Fri,1319,23203.0,13.4,1110.0
9,93,1,Wed,695,1386.0,2.6,313.33
7,75,1,Wed,400,2293.0,4.8,230.0
0,06,3,Fri,436,12000.0,6.8,440.0
9,99,0,Mon,429,10000.0,6.8,250.0
0,08,1,Tue,159,4000.0,8.0,290.0
5,55,1,Tue,586,24000.0,13.6,680.0
2,23,1,Wed,190,16753.0,13.6,400.0
9,95,1,Wed,301,1762.0,3.6,137.5
7,74,1,Tue,618,5044.0,6.2,385.0
5,50,1,Mon,575,3135.0,13.2,630.0
4,46,1,Tue,326,8485.0,13.6,570.0
9,97,1,Mon,491,6381.0,13.6,630.0
7,78,1,Thu,496,13767.0,13.6,520.0
0,07,1,Tue,388,260.0,1.0,200.0
4,48,1,Wed,525,23100.0,13.6,580.0
7,71,1,Tue,68,23622.0,13.6,724.61
5,57,3,Fri,247,4134.0,7.6,275.0
7,76,1,Thu,467,14000.0,13.6,570.0
5,51,3,Fri,460,15000.0,13.6,590.0
7,73,1,Wed,458,3600.0,4.3,360.0
6,63,1,Thu,585,24000.0,13.6,670.0
2,24,1,Wed,325,7260.0,13.6,450.0
3,30,1,Mon,269,19140.0,13.6,400.0
2,23,1,Thu,372,2830.0,4.5,220.0
0,06,3,Fri,692,3450.0,8.0,285.35
9,97,1,Tue,350,7231.0,4.4,200.0
2,23,3,Fri,736,8091.0,4.0,233.33
2,26,1,Thu,422,24440.0,11.2,450.0
5,50,1,Wed,235,1291.0,3.0,250.0
7,73,1,Thu,532,18558.0,12.0,600.0
7,74,1,Thu,890,24500.0,13.6,900.0
8,89,3,Fri,548,24726.0,11.2,650.0
6,63,1,Thu,547,1902.0,4.4,320.0
1,12,2,Mon,584,1645.0,2.0,200.0
3,31,1,Wed,298,16600.0,13.6,430.0
8,85,1,Thu,550,840.0,1.6,120.0
6,66,1,Mon,756,6308.0,5.6,464.65
3,30,1,Mon,290,2300.0,4.4,225.0
1,19,0,Thu,155,20000.0,13.6,250.0
3,36,3,Fri,354,4419.0,13.6,520.0
7,77,1,Wed,643,14700.0,11.5,700.0
0,06,1,Thu,588,7500.0,6.8,175.0
7,76,1,Tue,849,23834.0,13.6,875.0
5,57,1,Mon,405,4700.0,7.2,300.0
8,85,1,Tue,605,6962.0,10.0,562.4
8,86,1,Wed,573,6524.0,4.5,400.0
5,59,1,Wed,311,2700.0,5.5,325.0
0,04,1,Mon,798,4080.0,13.6,470.0
5,58,3,Fri,463,10000.0,12.0,510.0
5,50,1,Wed,565,12287.0,7.2,287.5
2,24,2,Wed,1400,22936.0,13.6,1400.0
6,64,1,Tue,109,5717.0,7.2,420.0
2,21,1,Mon,234,1415.0,5.7,235.0
8,85,3,Fri,184,9120.0,8.4,390.0
3,33,1,Thu,453,1300.0,3.2,250.0
0,08,1,Wed,869,8000.0,13.6,1000.0
5,53,1,Tue,456,22000.0,8.8,275.0
0,03,3,Tue,2191,24344.0,13.6,2500.0
4,40,3,Fri,552,12490.0,13.6,750.0
6,67,1,Thu,670,5208.0,13.6,694.0
0,08,4,Thu,696,1600.0,5.0,445.0
2,23,1,Mon,131,24000.0,13.6,400.0
1,14,1,Tue,281,6000.0,4.8,195.0
0,06,3,Fri,693,2206.0,13.6,830.0
7,79,1,Wed,624,7295.0,5.0,325.0
0,04,0,Mon,234,3285.0,3.6,170.0
1,16,0,Mon,698,10000.0,11.5,919.87
4,42,1,Tue,517,6000.0,12.8,650.0
3,32,1,Mon,240,12000.0,6.8,325.0
3,36,0,Thu,59,7000.0,2.0,360.0
2,23,1,Thu,583,7500.0,6.0,351.0
9,99,3,Fri,415,22000.0,13.6,600.0
4,49,3,Fri,426,2698.0,10.0,275.0
1,10,1,Mon,16,340.0,1.6,60.0
5,50,1,Tue,556,3200.0,4.8,530.0
9,99,0,Mon,134,3960.0,13.2,320.0
3,31,1,Tue,310,22000.0,12.0,235.0
3,34,1,Thu,374,1140.0,7.2,290.0
2,29,0,Tue,334,8000.0,14.0,520.0
9,96,1,Wed,412,1400.0,5.0,178.33
7,74,1,Wed,376,680.0,2.5,52.48
2,28,1,Tue,370,1190.0,2.6,260.0
2,28,1,Thu,386,9022.0,6.8,300.0
0,06,1,Wed,362,23880.0,9.6,320.0
